"","X.1","X","species_code","scientific_name","common_name.x","common_name.y","group","order","family","CCS.max","habitat_score","habitat_comment","English","bodymass","mass_comments","log_bodymass","predicted_defecation_rate","log_predicted_defecation_rate"
"263",263,293,"whevir","Vireo griseus","White-eyed Vireo","White-eyed Vireo","landbird","Passeriformes","Vireonidae",7,1,"","White-eyed Vireo",11.4,"",2.43361335540045,0.780946896017872,-0.247248126309684
"264",264,296,"whtspa","Zonotrichia albicollis","White-throated Sparrow","White-throated Sparrow","landbird","Passeriformes","Passerellidae",9,1,"","White-throated Sparrow",24.4,"",3.19458313229916,1.46142189308487,0.379409861161135
"265",265,297,"whwcro","Loxia leucoptera","White-winged Crossbill","White-winged Crossbill","landbird","Passeriformes","Fringillidae",6,1,"","White-winged Crossbill",28.69,"",3.35654862999327,1.66994103219264,0.512788315740962
"266",266,299,"wilfly","Empidonax traillii","Willow Flycatcher","Willow Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Willow Flycatcher",13.39,"",2.59450815970308,0.891587776792001,-0.114751386860044
"267",267,304,"winwre3","Troglodytes hiemalis","Winter Wren","Winter Wren","landbird","Passeriformes","Troglodytidae",12,1,"",NA,9.74,"",2.27624111765444,0.686023061079328,-0.376844035087567
"268",268,305,"wlswar","Cardellina pusilla","Wilson's Warbler","Wilson's Warbler","landbird","Passeriformes","Parulidae",9,1,"",NA,6.96,"",1.94017947434633,0.52017472050815,-0.65359052286514
"269",269,306,"woewar1","Helmitheros vermivorum","Worm-eating Warbler","Worm-eating Warbler","landbird","Passeriformes","Parulidae",13,1,"","Worm-eating Warbler",14.16,"",2.65042108826557,0.933600057870425,-0.0687071360234759
"270",270,309,"woothr","Hylocichla mustelina","Wood Thrush","Wood Thrush","landbird","Passeriformes","Turdidae",14,1,"","Wood Thrush",50.09,"",3.91382138736953,2.64243799672029,0.971701974615749
"271",271,313,"yebcha","Icteria virens","Yellow-breasted Chat","Yellow-breasted Chat","landbird","Passeriformes","Icteriidae",10,1,"","Yellow-breasted Chat",24.89,"",3.2144661163795,1.48554763529947,0.395783482252215
"272",272,315,"yebfly","Empidonax flaviventris","Yellow-bellied Flycatcher","Yellow-bellied Flycatcher","landbird","Passeriformes","Tyrannidae",10,1,"","Yellow-bellied Flycatcher",11.8,"",2.46809953147162,0.803443198751618,-0.218848788585131
"273",273,317,"yelwar","Setophaga petechia","Yellow Warbler","Yellow Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,10.8,"",2.37954613413017,0.746938490925969,-0.29177243870413
"274",274,318,"yerwar","Setophaga coronata","Yellow-rumped Warbler","Yellow-rumped Warbler","landbird","Passeriformes","Parulidae",8,1,"",NA,11.94,"",2.47989410796446,0.811284922185776,-0.209135964511889
"275",275,319,"yetvir","Vireo flavifrons","Yellow-throated Vireo","Yellow-throated Vireo","landbird","Passeriformes","Vireonidae",10,1,"","Yellow-throated Vireo",18,"",2.89037175789616,1.13756730999887,0.128892043717662
"276",276,320,"yetwar","Setophaga dominica","Yellow-throated Warbler","Yellow-throated Warbler","landbird","Passeriformes","Parulidae",10,1,"",NA,9.69,"",2.27109442590267,0.683121644857008,-0.381082331526147
"277",277,5,"amebit","Botaurus lentiginosus","American Bittern","American Bittern","waterbird","Pelecaniformes","Ardeidae",12,3,"","American Bittern",706,"",6.55961523749324,23.3479933215522,3.15051104130211
"278",278,15,"amwpel","Pelecanus erythrorhynchos","American White Pelican","American White Pelican","waterbird","Pelecaniformes","Pelecanidae",10,4,"","American White Pelican",5608.48,"",8.63203501706305,128.656624639924,4.85714703091094
"279",279,26,"bcnher","Nycticorax nycticorax","Black-crowned Night Heron","Black-crowned Night-Heron","waterbird","Pelecaniformes","Ardeidae",10,3,"","Black-crowned Night-heron",810,"",6.69703424766648,26.145457956965,3.26367548353049
"280",280,52,"brnpel","Pelecanus occidentalis","Brown Pelican","Brown Pelican","waterbird","Pelecaniformes","Pelecanidae",11,4,"","Brown Pelican",3427.84,"",8.13968560418264,85.7724357314917,4.45169769300754
"281",281,72,"categr","Bubulcus ibis/coromandus","Western/Eastern Cattle Egret","Cattle Egret","waterbird","Pelecaniformes","Ardeidae",9,3,"",NA,365.95,"",5.90249671204724,13.5905469556063,2.60937447427048
"282",282,118,"gloibi","Plegadis falcinellus","Glossy Ibis","Glossy Ibis","waterbird","Pelecaniformes","Threskiornithidae",8,3,"","Glossy Ibis",626.61,"",6.44032433753534,21.1634382711624,3.05227508297553
"283",283,124,"grbher3","Ardea herodias","Great Blue Heron","Great Blue Heron","waterbird","Pelecaniformes","Ardeidae",8,3,"","Great Blue Heron",2523.41,"",7.83336644039298,66.6492712600344,4.199444112732
"284",284,127,"greegr","Ardea alba","Great Egret","Great Egret","waterbird","Pelecaniformes","Ardeidae",6,3,"",NA,871.33,"",6.77002077995403,27.765099908228,3.32377983303855
"285",285,131,"grnher","Butorides virescens","Green Heron","Green Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Green Heron",201.5,"",5.30578938138674,8.3143794246338,2.11798647662263
"286",286,156,"leabit","Ixobrychus exilis","Least Bittern","Least Bittern","waterbird","Pelecaniformes","Ardeidae",10,3,"","Least Bittern",86.29,"",4.45771371652022,4.13545294516568,1.4195968618154
"287",287,162,"libher","Egretta caerulea","Little Blue Heron","Little Blue Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Little Blue Heron",338.61,"",5.82484900263564,12.7487298778885,2.54543164922178
"288",288,221,"redegr","Egretta rufescens","Reddish Egret","Reddish Egret","waterbird","Pelecaniformes","Ardeidae",15,3,"","Reddish Egret",614,"",6.41999492814714,20.8120850709167,3.0355338310094
"289",289,239,"rosspo1","Platalea ajaja","Roseate Spoonbill","Roseate Spoonbill","waterbird","Pelecaniformes","Threskiornithidae",9,3,"","Roseate Spoonbill",1490,"",7.30653139893951,43.189434257709,3.7655958879683
"290",290,259,"snoegr","Egretta thula","Snowy Egret","Snowy Egret","waterbird","Pelecaniformes","Ardeidae",7,3,"","Snowy Egret",371,"",5.91620206260743,13.7448034149815,2.62066081922184
"291",291,277,"triher","Egretta tricolor","Tricolored Heron","Tricolored Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Tricoloured Heron",372.3,"",5.91969998087867,13.7844528507806,2.62354135205078
"292",292,294,"whfibi","Plegadis chihi","White-faced Ibis","White-faced Ibis","waterbird","Pelecaniformes","Threskiornithidae",7,3,"","White-faced Ibis",616.89,"",6.42469072600154,20.8927209142772,3.03940081669311
"293",293,295,"whiibi","Eudocimus albus","White Ibis","White Ibis","waterbird","Pelecaniformes","Threskiornithidae",9,3,"","White Ibis",889.66,"",6.7908393672651,28.245211043077,3.34092392262316
"294",294,312,"ycnher","Nyctanassa violacea","Yellow-crowned Night Heron","Yellow-crowned Night-Heron","waterbird","Pelecaniformes","Ardeidae",12,3,"","Yellow-crowned Night-heron",681.67,"",6.52454566977239,22.6833524010173,3.12163128103227
"295",295,33,"bkbwoo","Picoides arcticus","Black-backed Woodpecker","Black-backed Woodpecker","landbird","Piciformes","Picidae",8,1,"","Black-backed Woodpecker",69.24,"",4.23757873030801,3.44979869865631,1.23831588112538
"296",296,96,"dowwoo","Dryobates pubescens","Downy Woodpecker","Downy Woodpecker","landbird","Piciformes","Picidae",8,1,"",NA,25.55,"",3.24063731664971,1.51791160221956,0.417335444220884
"297",297,136,"haiwoo","Dryobates villosus","Hairy Woodpecker","Hairy Woodpecker","landbird","Piciformes","Picidae",6,1,"",NA,62.65,"",4.13756368134208,3.17705151547881,1.15595357028931
"298",298,185,"norfli","Colaptes auratus","Northern Flicker","Northern Flicker","landbird","Piciformes","Picidae",10,1,"","Northern Flicker",131.46,"",4.87870262283543,5.84905951153388,1.76628088106016
"299",299,206,"pilwoo","Dryocopus pileatus","Pileated Woodpecker","Pileated Woodpecker","landbird","Piciformes","Picidae",7,1,"","Pileated Woodpecker",286.59,"",5.65805262295003,11.1125485221932,2.40807496728207
"300",300,219,"rebwoo","Melanerpes carolinus","Red-bellied Woodpecker","Red-bellied Woodpecker","landbird","Piciformes","Picidae",7,1,"","Red-bellied Woodpecker",69.5,"",4.24132675257075,3.46046292816149,1.24140237438631
"301",301,225,"rehwoo","Melanerpes erythrocephalus","Red-headed Woodpecker","Red-headed Woodpecker","landbird","Piciformes","Picidae",12,1,"","Red-headed Woodpecker",71.6,"",4.2710950739666,3.54634169129576,1.2659165626532
"302",302,316,"yebsap","Sphyrapicus varius","Yellow-bellied Sapsucker","Yellow-bellied Sapsucker","landbird","Piciformes","Picidae",7,1,"","Yellow-bellied Sapsucker",50.3,"",3.91800507710569,2.65155759674416,0.975147239683902
"303",303,80,"clagre","Aechmophorus clarkii","Clark's Grebe","Clark's Grebe","waterbird","Podicipediformes","Podicipedidae",11,5,"","Clark's Grebe",1090.93,"",6.99478582245476,33.4106149139689,3.50887366128666
"304",304,143,"horgre","Podiceps auritus","Horned Grebe","Horned Grebe","waterbird","Podicipediformes","Podicipedidae",13,5,"","Horned Grebe",453,"",6.11589212548303,16.2015257889103,2.78510542230389
"305",305,158,"leagre","Tachybaptus dominicus","Least Grebe","Least Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"","Least Grebe",132.59,"",4.88726166012663,5.89043142054248,1.77332924125319
"306",306,205,"pibgre","Podilymbus podiceps","Pied-billed Grebe","Pied-billed Grebe","waterbird","Podicipediformes","Podicipedidae",8,5,"","Pied-billed Grebe",411.93,"",6.02085343200177,14.9818749847865,2.70684113613008
"307",307,226,"rengre","Podiceps grisegena","Red-necked Grebe","Red-necked Grebe","waterbird","Podicipediformes","Podicipedidae",9,5,"","Red-necked Grebe",1023,"",6.93049476595163,31.6877455032652,3.45593002895895
"308",308,288,"wesgre","Aechmophorus occidentalis","Western Grebe","Western Grebe","waterbird","Podicipediformes","Podicipedidae",12,5,"","Western Grebe",1136.95,"",7.0361045174098,34.5670035600107,3.54289957271112
"309",309,48,"brdowl","Strix varia","Barred Owl","Barred Owl","landbird","Strigiformes","Strigidae",7,1,"","Barred Owl",711.49,"",6.56736136261736,23.4974045176237,3.15688996899193
"310",310,51,"brnowl","Tyto alba","Barn Owl","Barn Owl","landbird","Strigiformes","Tytonidae",8,1,"","Barn Owl",403.32,"",5.99973029152501,14.7235204728427,2.68944624726317
"311",311,101,"easowl1","Megascops asio","Eastern Screech-Owl","Eastern Screech-Owl","landbird","Strigiformes","Strigidae",9,1,"","Eastern Screech-owl",179.99,"",5.19290129379139,7.57628693237343,2.02502322902791
"312",312,130,"grhowl","Bubo virginianus","Great Horned Owl","Great Horned Owl","landbird","Strigiformes","Strigidae",8,1,"","Great Horned Owl",1575.7,"",7.362454896968,45.2249462487669,3.81164884275145
"313",313,167,"loeowl","Asio otus","Long-eared Owl","Long-eared Owl","landbird","Strigiformes","Strigidae",10,1,"","Long-eared Owl",296.57,"",5.69228327826318,11.4302561041937,2.43626388387186
"314",314,194,"nswowl","Aegolius acadicus","Northern Saw-whet Owl","Northern Saw-whet Owl","landbird","Strigiformes","Strigidae",8,1,"","Northern Saw-whet Owl",100.69,"",4.61204648992752,4.69589993717738,1.54668977420196
"315",315,256,"sheowl","Asio flammeus","Short-eared Owl","Short-eared Owl","landbird","Strigiformes","Strigidae",12,1,"","Short-eared Owl",322.61,"",5.77644416335079,12.2505435048648,2.50557030375058
"316",316,261,"snoowl1","Bubo scandiacus","Snowy Owl","Snowy Owl","landbird","Strigiformes","Strigidae",13,1,"",NA,2028.76,"",7.61518004796021,55.6881733879561,4.019767797422
"317",317,16,"anhing","Anhinga anhinga","Anhinga","Anhinga","waterbird","Suliformes","Anhingidae",8,3,"","Anhinga",1235,"",7.11882624906208,37.003808912079,3.6110208509156
"318",318,95,"doccor","Nannopterum auritum","Double-crested Cormorant","Double-crested Cormorant","waterbird","Suliformes","Phalacrocoracidae",8,3,"",NA,1806.49,"",7.49914101500636,50.6130652207433,3.92420974890755
"319",319,126,"grecor","Phalacrocorax carbo","Great Cormorant","Great Cormorant","waterbird","Suliformes","Phalacrocoracidae",10,3,"","Great Cormorant",2528.97,"",7.8355673842034,66.7701809660338,4.20125658815566
"320",320,182,"neocor","Nannopterum brasilianum","Neotropic Cormorant","Neotropic Cormorant","waterbird","Suliformes","Phalacrocoracidae",6,3,"",NA,1239.29,"",7.12229391396702,37.1096287181517,3.61387647012221
