scientific_name,Order,Axial_length_mm,transverse_diameter_mm,brain_vol_ml,body_mass_g,habitat_openness,migration,food_type,foraging_habitat,activity_pattern
Syma_megarhyncha,Coraciiformes,11.9,14,1.35,56,De,Se,An,In,D
Syma_torotoro,Coraciiformes,10.4,12.6,1.11,37.7,De,Se,An,In,D
Synallaxis_brachyura,Passeriformes,7,8.35,0.86,18.3,So,Se,An,In,D
Syrmaticus_reevesii,Galliformes,15.8,19.8,4.38,1204.58,So,Se,Pl,Te,D
Syrrhaptes_paradoxus,Pterocliformes,8.8,12.1,1.54,256.43,Op,Pm,Pl,Te,D
Tachornis_phoenicobia,Caprimulgiformes,7.6,9,0.28,10.2,De,Se,An,Ae,D
Tachycineta_bicolor,Passeriformes,8.2,9.05,0.55,21.2,Op,Mi,An,Ae,D
Tachymarptis_melba,Caprimulgiformes,12.1,14.15,1.09,100.38,De,Mi,An,Ae,D
Taeniopygia_bichenovii,Passeriformes,4.7,5.8,0.4,9.6,So,Se,Pl,Te,D
Taeniopygia_guttata,Passeriformes,5.2,6.03,0.44,12.04,So,Pm,Pl,Te,D
Tangara_cayana,Passeriformes,7,8.6,0.8,18,So,Se,Pl,In,D
Tanygnathus_lucionensis,Psittaciformes,13,15.1,5.71,215,De,Se,Pl,In,D
Tanysiptera_galatea,Coraciiformes,11.8,14.75,1.43,50,De,Se,An,In,D
Tanysiptera_sylvia,Coraciiformes,13,14.95,1.14,49.6,De,Mi,An,In,D
Tapera_naevia,Cuculiformes,9,12.75,0.89,48.42,Op,Se,An,Ge,D
Taraba_major,Passeriformes,9.4,11.68,1.52,59.2,So,Se,An,In,D
Tauraco_corythaix,Musophagiformes,13.45,16.98,2.7,308,De,Se,Pl,In,D
Tauraco_erythrolophus,Musophagiformes,13.3,15.9,2.34,261.24,So,Se,Pl,In,D
Tauraco_hartlaubi,Musophagiformes,13.05,16.23,3.35,224,De,Se,Pl,In,D
Tauraco_leucotis,Musophagiformes,13.15,15.9,3.35,265,De,Se,Pl,In,D
Tchagra_australis,Passeriformes,9.3,10.8,1.23,32.3,So,Se,An,Te,D
Telophorus_zeylonus,Passeriformes,10.6,12.3,1.91,65.02,So,Se,An,Te,D
Tephrodornis_pondicerianus,Passeriformes,8.3,9.9,0.89,20.2,So,Se,An,In,D
Terathopius_ecaudatus,Accipitriformes,33,NA,14.69,2200,So,Se,An,Ge,D
Tersina_viridis,Passeriformes,7.63,9.35,0.93,29,So,Se,Pl,In,D
Tetrao_tetrix,Galliformes,10.6,13.05,3.8,1068.66,Op,Se,Pl,Te,D
Tetrao_urogallus,Galliformes,20.4,24.5,6.14,2716.61,So,Se,Pl,Ge,D
Thalurania_furcata,Caprimulgiformes,4.6,5.5,0.2,4.19,De,Se,Pl,Ae,D
Thamnomanes_caesius,Passeriformes,8,9.3,0.61,15.7,De,Se,An,In,D
Thamnophilus_caerulescens,Passeriformes,7.8,9.75,0.98,21.1,De,Se,An,In,D
Thamnophilus_punctatus,Passeriformes,8.6,10.55,0.94,19.4,De,Se,An,In,D
Thinocorus_orbignyianus,Charadriiformes,8.8,NA,1.16,115,Op,Se,Pl,Te,D
Thinocorus_rumicivorus,Charadriiformes,7.35,NA,0.72,53.1,Op,Se,Pl,Te,D
Thraupis_episcopus,Passeriformes,8,9.6,1.11,35,So,Se,Om,In,D
Thryothorus_nigricapillus,Passeriformes,7.8,9.35,1.06,23.9,De,Se,An,In,D
Tiaris_olivaceus,Passeriformes,5.4,6.45,0.48,8.5,So,Pm,Pl,In,D
Tinamus_major,Struthioniformes,13.9,18.98,2.89,1026.21,De,Se,Pl,Te,D
Tityra_cayana,Passeriformes,12.3,14.15,1.61,68.1,So,Se,Pl,In,D
Tityra_semifasciata,Passeriformes,12.4,15.05,1.88,79.3,De,Se,Pl,In,D
Tockus_deckeni,Bucerotiformes,12.4,14.85,3.45,167.72,Op,Se,An,Te,D
Tockus_erythrorhynchus,Bucerotiformes,11.9,14.6,3.53,138.56,Op,Se,An,Te,D
Tockus_fasciatus,Bucerotiformes,15.3,18.5,4.8,258.83,De,Se,Om,In,D
Todiramphus_chloris,Coraciiformes,10.5,13.95,1.34,66.09,So,Se,An,In,D
Todiramphus_macleayii,Coraciiformes,10.4,12.75,1.07,37.3,So,Mi,An,In,D
Todiramphus_pyrrhopygius,Coraciiformes,10.6,13.13,1.13,51.7,So,Se,An,In,D
Todiramphus_sanctus,Coraciiformes,9.3,12.05,1.03,52.96,So,Mi,An,In,D
Todirostrum_cinereum,Passeriformes,5.97,6.72,0.31,6.29,So,Se,An,In,D
Todus_mexicanus,Coraciiformes,6.8,7.9,0.4,5.9,De,Se,An,In,D
Todus_subulatus,Coraciiformes,6.8,7.55,0.43,8.7,So,Se,An,In,D
Todus_todus,Coraciiformes,6.87,8.2,0.41,6.4,De,Se,An,In,D
Tolmomyias_sulphurescens,Passeriformes,8.3,9.3,0.51,14.3,De,Se,An,In,D
Toxorhamphus_iliolophus,Passeriformes,5.5,6.75,0.48,11,De,Se,Om,In,D
Toxorhamphus_poliopterus,Passeriformes,5.6,6.8,0.43,11.35,So,Se,Om,In,D
Toxostoma_curvirostre,Passeriformes,11,12.85,2.13,80.54,Op,Se,Om,Te,D
Toxostoma_rufum,Passeriformes,9.38,10.99,2,68.8,De,Pm,Om,Ge,D
Tregellasia_capito,Passeriformes,8.5,10.6,0.77,13.9,De,Se,An,In,D
Tregellasia_leucops,Passeriformes,8.5,10.6,0.59,15.57,De,Se,An,In,D
Treron_apicauda,Columbiformes,9.45,12.15,1.4,217.19,So,Se,Pl,In,D
Treron_calvus,Columbiformes,10.2,13.1,1.58,197.53,So,Pm,Pl,In,D
Treron_pompadora,Columbiformes,10.2,12.7,1.39,234,So,Se,Pl,In,D
Treron_vernans,Columbiformes,8.33,NA,1.25,132,So,Se,Pl,In,D
Trichoglossus_chlorolepidotus,Psittaciformes,8.7,10.4,3.05,87.1,So,Se,Pl,In,D
Trichoglossus_haematodus,Psittaciformes,8.9,10.7,3.66,113.25,De,Se,Pl,In,D
Tricholaema_leucomelas,Piciformes,8.3,10.05,0.98,32.2,So,Se,Pl,In,D
Trichothraupis_melanops,Passeriformes,8.4,9.9,0.9,22.58,De,Se,An,In,D
Triclaria_malachitacea,Psittaciformes,11.6,13.45,4.28,90,De,Se,Pl,In,D
Tringa_glareola,Charadriiformes,8.8,NA,1.04,62.05,Op,Mi,An,Te,D
Tringa_melanoleuca,Charadriiformes,11.8,NA,1.79,161.74,Op,Mi,An,Te,D
Tringa_solitaria,Charadriiformes,8.2,NA,0.82,48.4,Op,Mi,An,Te,D
Tringa_totanus,Charadriiformes,10,NA,1.52,129,Op,Mi,An,Te,D
Trochilus_polytmus,Caprimulgiformes,4.2,5.1,0.19,4.84,De,Se,Pl,Ae,D
Troglodytes_aedon,Passeriformes,5,5.84,0.53,10.85,Op,Se,An,In,D
Troglodytes_troglodytes,Passeriformes,6.15,7.8,0.48,9.74,De,Mi,An,In,D
Trogon_citreolus,Trogoniformes,12.3,14,1.48,79,So,Se,Om,In,D
Trogon_curucui,Trogoniformes,12.4,14.72,0.89,54,De,Se,An,In,D
Trogon_massena,Trogoniformes,14.4,17.05,2.13,141,De,Se,Pl,In,D
Trogon_melanurus,Trogoniformes,13,15.9,1.86,114,De,Se,Pl,In,D
Trogon_violaceus,Trogoniformes,12.4,14.35,1.41,46.5,De,Se,Pl,In,D
Trogon_viridis,Trogoniformes,12.15,14.63,1.79,89.69,De,Se,Om,In,D
Tryngites_subruficollis,Charadriiformes,9.1,NA,1.03,62.1,Op,Mi,An,Te,D
Turdus_falcklandii,Passeriformes,12.1,14.25,2.34,93.89,So,Pm,Om,Ge,D
Turdus_fuscater,Passeriformes,11.2,14.85,2.69,143,So,Se,Om,Ge,D
Turdus_merula,Passeriformes,10.7,12.85,1.9,102.73,So,Se,Om,Ge,D
Turdus_migratorius,Passeriformes,9.8,13,1.64,78.5,Op,Mi,Om,Ge,D
Turdus_philomelos,Passeriformes,11,NA,1.63,67.74,De,Mi,Om,Ge,D
Turdus_rufiventris,Passeriformes,10.6,12.9,1.33,69.44,De,Pm,Om,Ge,D
Turdus_viscivorus,Passeriformes,12.3,14.35,2.31,117.37,So,Se,Om,In,D
Turnix_melanogaster,Charadriiformes,8.7,10.9,1.06,87.06,De,Se,An,Te,D
Turnix_nigricollis,Charadriiformes,7,9.95,0.87,61.3,So,Se,Om,Te,D
Turnix_suscitator,Charadriiformes,7,10.15,0.71,49.1,Op,Se,Pl,Te,D
Turnix_sylvaticus,Charadriiformes,5.15,7.54,0.58,52.69,So,Se,Om,Te,D
Turnix_varius,Charadriiformes,7.6,10.85,1.04,90.23,So,Se,Pl,Te,D
Turnix_velox,Charadriiformes,6,9.4,0.67,44.28,Op,Se,Pl,Te,D
Turtur_afer,Columbiformes,8.15,11.23,0.87,65.6,So,Se,Pl,Te,D
Turtur_tympanistria,Columbiformes,8.4,11.45,0.97,70.58,So,Se,Pl,Te,D
Tyrannus_dominicensis,Passeriformes,9.1,11.4,1,46.5,Op,Pm,An,In,D
Tyrannus_forficatus,Passeriformes,8.8,10.75,0.86,39.3,So,Mi,Om,In,D
Tyrannus_melancholicus,Passeriformes,8.37,9.73,0.9,37.4,Op,Se,An,In,D
Tyrannus_tyrannus,Passeriformes,8.4,9.7,0.95,39.85,So,Mi,An,In,D
Tyrannus_verticalis,Passeriformes,9.35,10.8,0.98,39.6,Op,Mi,An,In,D
Tyto_alba,Strigiformes,17.8,NA,6.51,403.32,Op,Se,An,In,N
Tyto_capensis,Strigiformes,15.6,NA,5.23,364.74,Op,Pm,An,Ge,N
Tyto_tenebricosa,Strigiformes,28.8,NA,12.7,660.6,De,Se,An,Ge,N
Upupa_epops,Bucerotiformes,8.48,10.25,1.35,66.93,Op,Mi,An,Te,D
Uraeginthus_bengalus,Passeriformes,5.4,6.5,0.43,9.9,Op,Se,Pl,Te,D
Urocissa_erythrorhyncha,Passeriformes,14.6,17.45,3.67,151.52,De,Se,An,In,D
Urocolius_indicus,Coliiformes,7.87,9.42,1.07,52.7,So,Se,Pl,In,D
Urocolius_macrourus,Coliiformes,7.2,9.15,1,45.5,So,Se,Pl,In,D
Vanellus_chilensis,Charadriiformes,14.7,NA,2.46,327,Op,Se,An,Te,D
Vanellus_miles,Charadriiformes,14,NA,2.85,387,Op,Se,An,Te,D
Vanellus_senegallus,Charadriiformes,14.5,NA,2.43,248,Op,Se,An,Te,D
Vanellus_vanellus,Charadriiformes,12.6,NA,2.33,218.37,Op,Pm,An,Te,D
Veniliornis_passerinus,Piciformes,8.1,9.75,1.45,32.1,So,Se,An,In,D
Vermivora_peregrina,Passeriformes,4.9,6.35,0.43,8.9,De,Mi,An,In,D
Vermivora_ruficapilla,Passeriformes,4.5,6.3,0.4,8.09,De,Mi,An,In,D
Vidua_macroura,Passeriformes,5.9,7.23,0.53,15.74,Op,Se,Pl,Te,D
Vidua_paradisaea,Passeriformes,6,7.8,0.64,20.35,Op,Se,Pl,Te,D
Vireo_altiloquus,Passeriformes,7.1,8.55,0.75,18.97,So,Se,Om,In,D
Vireo_griseus,Passeriformes,6.3,8.65,0.58,11.4,So,Mi,An,In,D
Vireo_magister,Passeriformes,7.8,8.75,0.72,15.4,De,Se,Om,In,D
Vireo_olivaceus,Passeriformes,6.8,8.3,0.61,16.06,De,Mi,Om,In,D
Vireo_philadelphicus,Passeriformes,6.8,8.08,0.46,11.5,De,Mi,An,In,D
Vireo_solitarius,Passeriformes,7.6,9.75,0.63,15.3,De,Mi,An,In,D
Volatinia_jacarina,Passeriformes,5.6,6.65,0.49,9.94,Op,Se,Pl,Te,D
Vultur_gryphus,Cathartiformes,23.7,NA,31.56,11236.1,Op,Pm,Ca/Re,Te,D
Willisornis_poecilinotus,Passeriformes,8.55,9.88,0.64,18.4,De,Se,An,In,D
Xanthocephalus_xanthocephalus,Passeriformes,7.67,8.53,1.65,62.68,So,Pm,Pl,Te,D
Xanthomyza_phrygia,Passeriformes,7.6,9.75,1.03,39.99,So,Pm,Pl,In,D
Xenops_minutus,Passeriformes,5.28,6.59,0.49,10.6,De,Se,An,In,D
Xenus_cinereus,Charadriiformes,8.4,NA,1.03,78.8,Op,Mi,An,Te,D
Xiphorhynchus_guttatus,Passeriformes,8.5,10.15,1.5,59.69,De,Se,An,In,D
Xolmis_irupero,Passeriformes,9,11.1,0.82,28.7,Op,Pm,An,In,D
Xolmis_pyrope,Passeriformes,10.5,12.55,1.28,35.3,So,Pm,An,In,D
Zenaida_macroura,Columbiformes,8.06,10.49,1.19,118.93,Op,Se,Pl,Te,D
Zonotrichia_albicollis,Passeriformes,6.8,8.85,1.05,24.4,So,Mi,Pl,Te,D
Zonotrichia_capensis,Passeriformes,6.8,8.3,0.87,20.31,Op,Se,Pl,Ge,D
Zonotrichia_leucophrys,Passeriformes,5.5,7.23,0.97,28,So,Mi,Om,Ge,D
Zosterops_japonicus,Passeriformes,5.1,6.55,0.54,11.29,So,Se,Om,In,D
Zosterops_lateralis,Passeriformes,5,6.65,0.47,12.68,So,Se,Om,In,D
